"Code_point_Libelle";"Date";"Prelevement.niveau";"Profondeur.metre";"Mesure_Unite";"Mesure_Symbole";"Qualite.prelevement";"Qualite.resultat";"ID.interne.prelevement";"ID.interne.passage";"Date.validation";"Month";"Year";"Day";"Week";"Fortnight";"Allo";"Anth";"Asta";"But-fuco";"Cantha";"Chlide-a";"Chlide-b";"CHLOROA";"CHLOROB";"CHLOROC2";"CHLOROC3";"C-neo";"Diadino";"Diato";"Dino";"DVCHLOROA";"Fuco";"Hex-fuco";"Lut";"Peri";"Phe-a";"Pheide-a";"Pras";"Viola";"Zea"
"Ouistreham 1 mille";2020-06-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61862424;60751624;"16/03/2023";6;2020;160;23;12;0,085;0,016;0,01;0,016;NA;NA;NA;12,828;0,044;0,745;0,252;0,035;1,378;0,04;0,037;NA;15,407;0,02;NA;0,09;0,076;0,2;NA;0,023;0,009
"Ouistreham 1 mille";2020-06-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61865903;60753986;"16/03/2023";6;2020;174;25;13;0,046;NA;NA;NA;NA;NA;NA;10,772;0,039;NA;NA;0,008;1,429;0,032;0,021;NA;10,383;0,01;NA;NA;0,129;0,02;NA;0,009;0,003
"Ouistreham 1 mille";2020-07-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61865938;60754001;"16/03/2023";7;2020;189;27;14;0,036;NA;NA;NA;NA;0,008;NA;5,527;0,048;0,44;0,007;0,023;0,504;0,046;0,016;NA;4,028;0,019;NA;0,033;0,055;0,179;NA;0,011;0,005
"Ouistreham 1 mille";2020-12-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61882471;60763148;"16/03/2023";12;2020;342;49;25;0,03;NA;0,012;0,007;NA;NA;NA;0,613;0,026;NA;0,023;0,024;0,028;0,004;NA;NA;0,228;0,029;0,004;0,026;0,016;0,023;NA;0,006;0,004
"Ouistreham 1 mille";2021-01-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61889713;60764986;"16/03/2023";1;2021;7;1;1;0,1;NA;0,011;0,01;NA;NA;NA;1;0,028;0,101;0,024;0,025;0,054;0,005;NA;NA;0,242;0,024;0,008;0,086;0,03;0,019;NA;0,007;0,005
"Ouistreham 1 mille";2021-02-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61894977;60768789;"16/03/2023";2;2021;35;5;3;0,048;NA;0,015;NA;NA;NA;NA;0,883;0,046;NA;0,019;0,029;0,042;0,005;NA;NA;0,296;0,047;0,006;0,034;0,024;0,014;NA;0,016;0,006
"Ouistreham 1 mille";2021-06-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61916522;60778861;"16/03/2023";6;2021;159;23;12;0,049;0,007;NA;0,004;NA;NA;NA;2,566;0,071;0,235;0,011;0,016;0,197;0,023;NA;NA;0,87;0,005;0,018;0,118;0,04;0,067;0,008;0,029;0,014
"Ouistreham 1 mille";2021-09-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61929043;60787330;"16/03/2023";9;2021;250;36;18;0,073;0,008;0,015;0,005;NA;NA;NA;4,808;0,053;0,823;0,047;0,037;0,24;0,019;NA;NA;2,063;0,067;NA;0,176;0,059;0,661;0,035;0,029;0,008
"Ouistreham 1 mille";2021-12-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61943448;60794064;"16/03/2023";12;2021;341;49;25;0,043;0,003;0,018;0,026;NA;NA;NA;0,774;0,01;0,064;0,011;0,046;0,041;0,014;NA;NA;0,506;0,026;0,013;0,022;0,046;0,046;0,026;NA;0,01
"Cabourg";2016-01-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60663176;60539157;"29/04/2019";1;2016;26;4;2;0,045;0;0;0;0;0;0;0,609;0,077;0,051;0,012;0;0,022;0;0;0;0,194;0;0;0;0;0;0;0;0
"Cabourg";2016-02-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60664048;60539688;"29/04/2019";2;2016;42;6;3;0,073;0;0;0;0;0;0;1,143;0,161;0,094;0,016;0;0,053;0,016;0;0;0,33;0;0,041;0,051;0,131;0;0;0,021;0,015
"Cabourg";2016-02-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60665959;60540966;"29/04/2019";2;2016;56;8;4;0;0;0;0;0;0;0;0,41;0,069;0,032;0;0;0;0,017;0;0;0,147;0;0;0;0;0;0;0;0
"Cabourg";2016-03-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60666019;60541000;"29/04/2019";3;2016;61;9;5;0,101;0;0;0;0;0;0;1,375;0,094;0,122;0,017;0;0,075;0;0;0;0,426;0;0;0,069;0;0;0;0;0
"Cabourg";2016-03-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60670596;60543653;"29/04/2019";3;2016;84;12;6;0,296;0;0;0;0;0;0;2,291;0,162;0,183;0;0;0,067;0;0;0;0,511;0;0;0;0;0;0;0;0
"Cabourg";2016-04-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60677361;60547135;"29/04/2019";4;2016;102;15;8;0,064;0;0;0;0;0;0;3,733;0,14;0,372;0;0;0,155;0;0;0;1,516;0;0;0;0;0;0;0;0
"Cabourg";2016-04-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60690105;60553601;"29/04/2019";4;2016;118;17;9;0,198;0;0;0;0;0;0;2,232;0,132;0,273;0,014;0;0,255;0;0;0;0,561;0;0;0,325;0;0;0;0;0
"Cabourg";2016-05-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60690872;60553959;"29/04/2019";5;2016;131;19;10;0,047;0;0;0;0;0;0;2,984;0,02;0,438;0,044;0;0,261;0;0;0;1,083;0;0;0,331;0;0,078;0;0;0,03
"Cabourg";2016-05-23;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60697083;60557479;"29/04/2019";5;2016;144;21;11;0,094;0;0;0;0;0;0;2,996;0,07;0,418;0,042;0;0,138;0;0;0;1,41;0;0;0,07;0;0,123;0,048;0;0
"Cabourg";2016-06-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60695840;60556758;"29/04/2019";6;2016;160;23;12;0,342;0;0;0;0;2,42;0;29,268;0,778;8,193;0,066;0;3,26;0,13;0;0;22,221;0,113;0;0,448;0,425;1,283;0,101;0,094;0
"Cabourg";2016-06-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60696470;60557225;"29/04/2019";6;2016;174;25;13;0,053;0;0;0;0;0;0;1,925;0,076;0,368;0;0;0,13;0;0;0;1,107;0;0;0;0;0;0,023;0,013;0
"Cabourg";2016-07-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60696553;60557269;"29/04/2019";7;2016;189;27;14;0,373;0;0;0;0;0;0;8,729;0,339;1,406;0,047;0;0,775;0,084;0;0;3,188;0;0;0,806;0,124;0,216;0,048;0,05;0
"Cabourg";2016-07-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60696566;60557274;"29/04/2019";7;2016;193;28;14;0,176;0;0;0;0;0;0;8,391;0,348;1,38;0,112;0;0,642;0,031;0;0;4,006;0,079;0;0,61;0,156;0,265;0,06;0,015;0,035
"Cabourg";2016-07-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60697097;60557485;"29/04/2019";7;2016;203;29;15;0,142;0;0;0;0;0;0;2,595;0,523;0,368;0,036;0;0,405;0,079;0;0;0,821;0,076;0;0,306;0;0,095;0,023;0,02;0,027
"Cabourg";2016-07-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60697740;60557854;"29/04/2019";7;2016;210;30;15;0,192;0;0;0;0;0;0;4,519;0,352;0,629;0,037;0,242;0,357;0;0;0;1,591;0,073;0;0,454;0;0;0,056;0,017;0
"Cabourg";2016-08-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60697956;60558017;"29/04/2019";8;2016;217;31;16;0,139;0;0;0;0;0;0;1,988;0,185;0,252;0,015;0,029;0,189;0;0;0;0,295;0,029;0;0,459;0;0,048;0,03;0,018;0
"Cabourg";2016-08-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60698319;60558203;"29/04/2019";8;2016;221;32;16;0,697;0,045;0;0;0;0;0;24,687;0,825;2,768;0,018;0,096;2,26;0,11;0;0;8,845;0;0,012;1,821;0,269;0,266;0,071;0,329;0,026
"Cabourg";2016-08-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60699077;60558727;"29/04/2019";8;2016;230;33;17;0,131;0;0;0;0;0;0;13,12;0,297;1,641;0,042;0;1,104;0,041;0;0;6,174;0;0;0,393;0,176;0,147;0;0,035;0,03
"Cabourg";2016-08-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60699589;60559094;"29/04/2019";8;2016;237;34;17;0,21;0;0;0;0;0;0;3,872;0,039;0,446;0;0;0,429;0,031;0;0;1,77;0;0;0,052;0;0;0;0;0
"Cabourg";2016-09-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60699906;60559283;"29/04/2019";9;2016;245;35;18;0,049;0;0;0;0;0;0;3,229;0;0,427;0,017;0;0,252;0,021;0;0;1,186;0;0;0,359;0;0,087;0;0,038;0
"Cabourg";2016-09-06;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60700337;60559453;"29/04/2019";9;2016;250;36;18;0,056;0;0;0;0;0;0;2,461;0,139;0,257;0;0;0,053;0;0;0;0,847;0;0;0,151;0,024;0;0,018;0,106;0
"Cabourg";2016-09-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60701862;60560167;"29/04/2019";9;2016;258;37;19;0,287;0;0;0;0;0;0;6,761;1,005;0,817;0,052;0,06;0,498;0;0;0;1,233;0,142;0;1,45;0;0;0,205;0,041;0
"Cabourg";2016-09-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60701815;60560143;"29/04/2019";9;2016;265;38;19;0,273;0;0;0;0;0;0;2,83;0,103;0,404;0;0;0,352;0;0;0;0,181;0;0;1,005;0;0;0;0;0
"Cabourg";2016-10-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60705032;60561504;"29/04/2019";10;2016;277;40;20;0,062;0;0;0;0;0;0;1,7;0,286;0,175;0;0,018;0,065;0;0;0;0,584;0;0;0,038;0;0;0,044;0,017;0
"Cabourg";2016-10-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60705854;60561841;"29/04/2019";10;2016;291;42;21;0,026;0;0,029;0;0;0;0;2,052;0,421;0,22;0;0,026;0,081;0;0;0;0,83;0;0;0,022;0;0;0,074;0,024;0
"Cabourg";2016-11-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60707671;60562995;"29/04/2019";11;2016;320;46;23;0,047;0;0;0,008;0;0;0;1,248;0,047;0;0;0;0,141;0;0;0;0,153;0;0;0,499;0;0;0;0;0
"Cabourg";2016-12-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60710487;60564098;"29/04/2019";12;2016;337;49;25;0,056;0;0,034;0;0;0;0;0,855;0,292;0,072;0,023;0,023;0,035;0;0;0;0,199;0,026;0;0,03;0;0;0,056;0,012;0,011
"Cabourg";2016-12-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60711279;60564609;"29/04/2019";12;2016;350;50;25;0,085;0;0;0;0;0;0;0,796;0,282;0,056;0;0;0,018;0;0;0;0,105;0;0;0;0;0;0,049;0;0
"Cabourg";2017-01-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60712829;60565530;"24/04/2018";1;2017;5;1;1;0,152;0;0,035;0;0;0;0;1,33;0,441;0,113;0,022;0,039;0,061;0;0;0;0,207;0;0;0,082;0;0;0,073;0,035;0
"Cabourg";2017-01-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60714087;60566213;"24/04/2018";1;2017;16;3;2;0,106;0;0;0;0;0;0;1,197;0,192;0,12;0,014;0;0,069;0;0;0;0,241;0;0,015;0,143;0,091;0,106;0,024;0;0,01
"Cabourg";2017-02-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60720063;60568498;"24/04/2018";2;2017;40;6;3;0,093;0;0;0;0;0;0;1,105;0,189;0,103;0,039;0;0,049;0;0;0;0,309;0;0;0,05;0,045;0;0,029;0;0
"Cabourg";2017-02-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60741191;60580737;"24/04/2018";2;2017;48;7;4;0,158;0;0,019;0,008;0;0;0;1,574;0,261;0,144;0,019;0,026;0,063;0;0;0;0,332;0;0,012;0,065;0,109;0;0,043;0,02;0,013
"Cabourg";2017-03-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60742249;60581306;"24/04/2018";3;2017;60;9;5;0,156;0;0;0;0;0;0;1,606;0,279;0,152;0,03;0,015;0,063;0;0;0;0,439;0,019;0;0,049;0;0;0,052;0,01;0
"Cabourg";2017-03-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60743138;60581500;"24/04/2018";3;2017;69;10;5;0,044;0;0;0;0;0;0;0,582;0,07;0,058;0,011;0;0,03;0;0;0;0,205;0;0;0,032;0;0;0,016;0;0
"Cabourg";2017-04-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60745515;60588951;"24/04/2018";4;2017;93;14;7;0,172;0;0;0,018;0;0;0;1,644;0,215;0,192;0,029;0;0,123;0,02;0;0;0,485;0,028;0;0,029;0;0;0,034;0;0,021
"Cabourg";2017-04-13;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60756069;60595479;"24/04/2018";4;2017;103;15;8;0,24;0;0;0,023;0;0;0;3,844;0,78;0,415;0,045;0,044;0,148;0;0;0;0,972;0,03;0;0,134;0,076;0,17;0,136;0,056;0,034
"Cabourg";2017-05-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60790510;60601642;"24/04/2018";5;2017;130;19;10;0,151;0;0;0;0;0;0;3,204;0,057;0,429;0,041;0;0,183;0;0;0;1,391;0;0;0,051;0,07;0,06;0;0;0
"Cabourg";2017-05-29;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60793644;60603245;"24/04/2018";5;2017;149;22;11;0,07;0;0;0;0;0,101;0;4,907;0;0,761;0,24;0;0,354;0,026;0;0;2,785;0,026;0;0,029;0;0,215;0,016;0;0,022
"Cabourg";2017-06-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60794752;60603562;"24/04/2018";6;2017;159;23;12;0,085;0;0;0;0;0,61;0;6,392;0,056;1,319;0,076;0;0,34;0;0;0;3,645;0;0;0,045;0;0,183;0;0;0
"Cabourg";2017-06-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60797359;60605046;"24/04/2018";6;2017;177;26;13;0,421;0;0;0;0;0;0;6,854;0,217;1,087;0,044;0;0,502;0,068;0;0;3,014;0,03;0;0,068;0,087;0,142;0,016;0,011;0
"Cabourg";2017-07-06;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60798083;60605860;"24/04/2018";7;2017;187;27;14;0,461;0;0;0;0;0;0;5,711;0,549;0,645;0,021;0,024;0,21;0,017;0;0;1,269;0;0;0,278;0,085;0,097;0,056;0,022;0,025
"Cabourg";2017-07-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60800624;60607989;"24/04/2018";7;2017;198;29;15;0,111;0;0;0;0;0;0;3,07;0,427;0,434;0,015;0,017;0,211;0,022;0;0;1,25;0;0;0,212;0;0,052;0,065;0,022;0,016
"Cabourg";2017-07-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60801355;60608731;"24/04/2018";7;2017;206;30;15;0,106;0;0;0;0;0;0;0,962;0,202;0,12;0;0;0,057;0;0;0;0,157;0;0;0,125;0;0;0,027;0;0
"Cabourg";2017-08-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60804783;60609361;"24/04/2018";8;2017;220;32;16;0,807;0;0;0;0;0;0;7,197;0,564;0,781;0,023;0,027;0,156;0;0;0;1,078;0,023;0,003;0,368;0,089;0,062;0,083;0,025;0,022
"Cabourg";2017-08-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60809638;60610037;"24/04/2018";8;2017;234;34;17;0,134;0;0;0;0;0;0;1,653;0,226;0,472;0,027;0,01;0,126;0;0;0;0,227;0,026;0,004;0,197;0,037;0,585;0,028;0,006;0,01
"Cabourg";2017-09-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60811192;60610642;"27/04/2018";9;2017;248;36;18;0,166;0;0;0;0;0;0;2,115;0,307;0,378;0,03;0,022;0,077;0;0;0;0,685;0,017;0,004;0,098;0,048;0,093;0,037;0,008;0,012
"Cabourg";2017-09-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60815408;60611913;"27/04/2018";9;2017;265;38;19;0,093;0;0;0;0;0;0;1,55;0,415;0,144;0,016;0,023;0,074;0;0;0;0,53;0,008;0,004;0;0,019;0;0,092;0,015;0,018
"Cabourg";2017-10-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60819382;60612793;"27/04/2018";10;2017;277;40;20;0,107;0;0;0;0;0;0;1,607;0,137;0,188;0,022;0;0,077;0;0;0;0,484;0,033;0,002;0,083;0,021;0;0,028;0,004;0,012
"Cabourg";2017-10-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60847829;60627368;"27/04/2018";10;2017;290;42;21;0,063;0;0;0;0;0;0;1,414;0,344;0,133;0,007;0,02;0,035;0;0;0;0,412;0;0;0,013;0,022;0;0,077;0,021;0,029
"Cabourg";2017-11-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60848958;60628067;"27/04/2018";11;2017;313;45;23;0,165;0;0;0,003;0;0;0;1,308;0,181;0,151;0,02;0,008;0,043;0;0;0;0,248;0,013;0;0,09;0,041;0,025;0,023;0,004;0,008
"Cabourg";2017-12-06;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60852339;60629678;"30/05/2018";12;2017;340;49;25;0,104;0;0;0;0;0;0;1,571;0,342;0,159;0,018;0;0,093;0;0;0;0,227;0,022;0;0,27;0;0;0,053;0,018;0
"Cabourg";2017-12-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Bon";60868463;60631054;"30/05/2018";12;2017;353;51;26;0,018;0;0;0;0;0;0;0,432;0,064;0,035;0;0;0,019;0;0;0;0,163;0;0,01;0;0,054;0;0;0;0,009
"Cabourg";2018-01-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60872209;60631503;"06/09/2019";1;2018;9;2;1;0,025;0;0;0;0;0;0;0,425;0,053;0,031;0;0;0,017;0;0;0;0,146;0;0;0;0;0;0;0;0
"Cabourg";2018-01-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60886871;60633517;"06/09/2019";1;2018;25;4;2;0;0;0;0;0;0;0;0,227;0,049;0,017;0;0;0;0;0;0;0,082;0;0;0;0;0;0;0;0
"Cabourg";2018-02-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61180629;60640134;"06/09/2019";2;2018;36;6;3;0,038;0;0;0;0;0;0;0,644;0,088;0,055;0;0;0,031;0;0;0;0,217;0;0;0;0;0;0;0;0
"Cabourg";2018-02-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61404072;60645336;"06/09/2019";2;2018;51;8;4;0,124;0;0;0;0;0;0;1,465;0,263;0,134;0;0;0,102;0;0;0;0,32;0;0;0,124;0;0;0,033;0;0
"Cabourg";2018-03-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61579335;60650302;"06/09/2019";3;2018;64;10;5;0,042;0;0;0;0;0;0;1,002;0,065;0,06;0;0;0,071;0;0;0;0,364;0;0;0,054;0;0;0;0;0
"Cabourg";2018-03-30;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61606980;60652406;"06/09/2019";3;2018;89;13;7;0,099;0;0;0;0;0;0;4,424;0,165;0,237;0,022;0;0,174;0;0;0;1,805;0;0;0;0;0;0;0;0
"Cabourg";2018-04-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61607088;60652466;"06/09/2019";4;2018;93;14;7;0,094;0;0;0;0;0;0;4,854;0,155;0,235;0;0;0,133;0,018;0;0;1,799;0;0;0;0;0;0;0;0
"Cabourg";2018-04-18;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61613192;60654286;"06/09/2019";4;2018;108;16;8;0,161;0;0;0;0;0;0;2,799;0,198;0,304;0,024;0;0,294;0,021;0;0;0,838;0,027;0;0,215;0;0;0,025;0,007;0
"Cabourg";2018-05-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61624068;60655673;"06/09/2019";5;2018;123;18;9;0,052;0;0;0;0;0;0;4,287;0,047;0,291;0;0;0,326;0,018;0;0;1,736;0;0;0,372;0,204;0,098;0;0;0
"Cabourg";2018-05-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61625693;60656952;"06/09/2019";5;2018;137;20;10;0,168;0;0;0;0;0,181;0;6,591;0,134;0,568;0,041;0;0,35;0,031;0;0;2,88;0;0;0,232;0,145;0,078;0;0;0
"Cabourg";2018-06-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61634920;60665207;"06/09/2019";6;2018;165;24;12;0,074;0;0;0;0;0;0;8,066;0,122;1,017;0;0;0,418;0,015;0;0;4,476;0,03;0;0;0,129;0,228;0;0;0
"Cabourg";2018-06-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61640734;60665723;"06/09/2019";6;2018;179;26;13;0,336;0;0;0;0;0;0;10,086;0,18;1,901;0;0;1,107;0,093;0;0;6,463;0,065;0;1,354;0,276;0,889;0,032;0;0
"Cabourg";2018-07-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61645465;60666182;"06/09/2019";7;2018;184;27;14;0,235;0;0;0;0;0,461;0;5,574;0,064;0,444;0,034;0;0,612;0,054;0;0;2,937;0,032;0;0,2;0,053;0,16;0;0;0
"Cabourg";2018-07-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61648082;60667036;"06/09/2019";7;2018;197;29;15;0,067;0;0;0;0;0;0,024;2,248;0,052;0,173;0,014;0,004;0,211;0,046;0;0;1,091;0,006;0;0,131;0,023;0,046;0,01;0,005;0
"Cabourg";2018-08-01;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61650948;60668261;"06/09/2019";8;2018;213;31;16;0,695;0;0;0;0;0;0;4,663;0,196;0,367;0,017;0,012;0,193;0,026;0;0;1,077;0,005;0;0,132;0,046;0,034;0,045;0,026;0,009
"Cabourg";2018-08-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61665941;60673707;"06/09/2019";8;2018;226;33;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA
"Cabourg";2018-09-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61665946;60673709;"06/09/2019";9;2018;254;37;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,008;NA;NA
"Cabourg";2018-09-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61665951;60673711;"06/09/2019";9;2018;268;39;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,015;NA;NA
"Cabourg";2018-10-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61672422;60674260;"06/09/2019";10;2018;282;41;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,009;NA;NA
"Cabourg";2018-10-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61684841;60676588;"06/09/2019";10;2018;298;43;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,005;NA;NA;NA;NA;0,024;NA;NA
"Cabourg";2018-11-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61690763;60677817;"06/09/2019";11;2018;316;46;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,017;NA;NA;NA;NA;0,036;NA;NA
"Cabourg";2018-11-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61691509;60678304;"06/09/2019";11;2018;332;48;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,02;NA;NA;NA;NA;0,031;NA;NA
"Cabourg";2018-12-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61697284;60681968;"06/09/2019";12;2018;345;50;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,014;NA;NA;NA;NA;0,014;NA;NA
"Cabourg";2019-01-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";61700291;60683492;"23/12/2019";1;2019;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,041;NA;NA;NA;NA;0,033;NA;NA
